  Signal    G_z      G_y       G_x     |G|     DELTA    delta     TE
0.994697 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.517134 -0.092871 0.573480 0.813938 0.055000 0.030000 0.022000 0.071000
0.508343 0.121203 -0.987913 0.096628 0.055000 0.030000 0.022000 0.071000
0.497965 0.041440 0.269651 0.962066 0.055000 0.030000 0.022000 0.071000
0.496092 -0.204059 0.804059 0.558434 0.055000 0.030000 0.022000 0.071000
0.485409 -0.060730 -0.914313 0.400429 0.055000 0.030000 0.022000 0.071000
0.485227 -0.101453 -0.954417 -0.280706 0.055000 0.030000 0.022000 0.071000
0.473324 0.127487 -0.687552 0.714856 0.055000 0.030000 0.022000 0.071000
0.468294 -0.072838 -0.091489 0.993139 0.055000 0.030000 0.022000 0.071000
0.442579 -0.278569 0.933276 0.226705 0.055000 0.030000 0.022000 0.071000
0.436133 -0.164712 -0.435624 0.884930 0.055000 0.030000 0.022000 0.071000
0.434765 0.202082 0.769195 0.606219 0.055000 0.030000 0.022000 0.071000
0.419196 0.342438 -0.845417 0.409885 0.055000 0.030000 0.022000 0.071000
0.412868 -0.231706 0.345228 -0.909467 0.055000 0.030000 0.022000 0.071000
0.406020 -0.245048 -0.721448 0.647661 0.055000 0.030000 0.022000 0.071000
0.382682 0.330917 0.050320 0.942317 0.055000 0.030000 0.022000 0.071000
0.371545 0.334462 0.471208 0.816149 0.055000 0.030000 0.022000 0.071000
0.370952 -0.286371 -0.956228 0.060167 0.055000 0.030000 0.022000 0.071000
0.365989 -0.333536 0.230340 0.914165 0.055000 0.030000 0.022000 0.071000
0.335698 0.476612 -0.565214 0.673331 0.055000 0.030000 0.022000 0.071000
0.293677 0.526300 -0.848892 0.048894 0.055000 0.030000 0.022000 0.071000
0.291950 -0.481972 0.535799 0.693270 0.055000 0.030000 0.022000 0.071000
0.260744 -0.457477 -0.155746 0.875476 0.055000 0.030000 0.022000 0.071000
0.256420 0.472747 0.831045 0.293043 0.055000 0.030000 0.022000 0.071000
0.251900 0.581567 -0.165786 0.796426 0.055000 0.030000 0.022000 0.071000
0.239268 -0.482716 -0.800177 0.355952 0.055000 0.030000 0.022000 0.071000
0.236088 -0.577271 0.735791 0.354076 0.055000 0.030000 0.022000 0.071000
0.211618 -0.535725 -0.504781 0.676901 0.055000 0.030000 0.022000 0.071000
0.184669 0.688702 -0.651015 0.319170 0.055000 0.030000 0.022000 0.071000
0.181291 0.581859 0.604773 0.543774 0.055000 0.030000 0.022000 0.071000
0.177204 0.633195 0.236992 0.736817 0.055000 0.030000 0.022000 0.071000
0.159356 -0.654926 0.169541 0.736429 0.055000 0.030000 0.022000 0.071000
0.145943 -0.651281 -0.758819 0.005084 0.055000 0.030000 0.022000 0.071000
0.141941 -0.762832 0.352320 -0.542179 0.055000 0.030000 0.022000 0.071000
0.123744 -0.759354 -0.228714 0.609156 0.055000 0.030000 0.022000 0.071000
0.122355 -0.812317 0.580114 0.060072 0.055000 0.030000 0.022000 0.071000
0.102176 -0.784546 0.438342 0.438571 0.055000 0.030000 0.022000 0.071000
0.099522 -0.769577 -0.539617 0.341417 0.055000 0.030000 0.022000 0.071000
0.097323 -0.827827 -0.392704 -0.400608 0.055000 0.030000 0.022000 0.071000
0.091637 -0.859734 -0.018328 -0.510414 0.055000 0.030000 0.022000 0.071000
0.087429 -0.888668 0.073095 0.452687 0.055000 0.030000 0.022000 0.071000
0.085976 -0.926338 0.305263 -0.220707 0.055000 0.030000 0.022000 0.071000
0.084907 -0.870732 -0.487910 -0.061395 0.055000 0.030000 0.022000 0.071000
0.078028 -0.951360 -0.221643 0.213984 0.055000 0.030000 0.022000 0.071000
0.069647 -0.970061 0.208244 0.124964 0.055000 0.030000 0.022000 0.071000
0.067497 -0.983926 -0.095104 -0.151145 0.055000 0.030000 0.022000 0.071000
1.014987 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.995480 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.989533 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.511662 0.041594 -0.984986 -0.167550 0.060000 0.030000 0.022000 0.071000
0.489688 0.005811 -0.839172 -0.543835 0.060000 0.030000 0.022000 0.071000
0.481255 0.000684 -0.554581 -0.832130 0.060000 0.030000 0.022000 0.071000
0.461015 0.010855 -0.967511 0.252597 0.060000 0.030000 0.022000 0.071000
0.457555 -0.078339 -0.791333 0.606346 0.060000 0.030000 0.022000 0.071000
0.445180 0.123580 0.483937 -0.866333 0.060000 0.030000 0.022000 0.071000
0.431876 -0.065256 -0.166753 -0.983837 0.060000 0.030000 0.022000 0.071000
0.402945 0.208519 0.085309 -0.974291 0.060000 0.030000 0.022000 0.071000
0.384753 -0.174706 0.222533 -0.959144 0.060000 0.030000 0.022000 0.071000
0.380700 0.296467 -0.839991 0.454447 0.060000 0.030000 0.022000 0.071000
0.372762 -0.224974 0.582825 -0.780834 0.060000 0.030000 0.022000 0.071000
0.362575 0.332513 -0.643960 -0.689021 0.060000 0.030000 0.022000 0.071000
0.361919 -0.288538 -0.957286 0.018706 0.060000 0.030000 0.022000 0.071000
0.357619 0.354269 -0.872851 -0.335596 0.060000 0.030000 0.022000 0.071000
0.351001 -0.310865 0.299938 0.901887 0.060000 0.030000 0.022000 0.071000
0.328357 0.370422 -0.926541 0.065639 0.060000 0.030000 0.022000 0.071000
0.307321 -0.342176 -0.878881 -0.332391 0.060000 0.030000 0.022000 0.071000
0.306926 -0.360838 -0.682537 -0.635562 0.060000 0.030000 0.022000 0.071000
0.303496 -0.342250 -0.392192 -0.853844 0.060000 0.030000 0.022000 0.071000
0.274700 -0.392145 -0.850474 0.350594 0.060000 0.030000 0.022000 0.071000
0.251224 -0.453472 -0.629875 0.630572 0.060000 0.030000 0.022000 0.071000
0.241233 -0.465043 -0.322385 0.824502 0.060000 0.030000 0.022000 0.071000
0.240992 -0.468031 -0.052089 -0.882176 0.060000 0.030000 0.022000 0.071000
0.214889 0.551950 -0.591957 0.587314 0.060000 0.030000 0.022000 0.071000
0.206012 -0.540891 0.289858 -0.789569 0.060000 0.030000 0.022000 0.071000
0.158840 0.591547 -0.018130 -0.806066 0.060000 0.030000 0.022000 0.071000
0.156664 0.627840 -0.635100 -0.449961 0.060000 0.030000 0.022000 0.071000
0.153488 0.657109 -0.707903 0.258999 0.060000 0.030000 0.022000 0.071000
0.140606 0.648112 -0.350811 -0.675931 0.060000 0.030000 0.022000 0.071000
0.138416 -0.627378 -0.778598 -0.013517 0.060000 0.030000 0.022000 0.071000
0.132674 0.683478 -0.722894 -0.101407 0.060000 0.030000 0.022000 0.071000
0.131893 -0.666487 -0.367133 -0.648852 0.060000 0.030000 0.022000 0.071000
0.116775 -0.672871 -0.639129 -0.372502 0.060000 0.030000 0.022000 0.071000
0.103562 -0.723704 -0.610231 0.322289 0.060000 0.030000 0.022000 0.071000
0.098277 -0.755897 -0.316304 0.573212 0.060000 0.030000 0.022000 0.071000
0.097565 -0.781916 0.002217 -0.623379 0.060000 0.030000 0.022000 0.071000
0.083769 -0.819177 0.349461 -0.454781 0.060000 0.030000 0.022000 0.071000
0.080165 0.864166 -0.048975 -0.500818 0.060000 0.030000 0.022000 0.071000
0.068827 0.900143 -0.427489 0.083637 0.060000 0.030000 0.022000 0.071000
0.063903 -0.895243 -0.285902 -0.341761 0.060000 0.030000 0.022000 0.071000
0.062471 0.966743 -0.049657 0.250884 0.060000 0.030000 0.022000 0.071000
0.061852 0.874435 -0.380875 -0.300495 0.060000 0.030000 0.022000 0.071000
0.060037 -0.876929 -0.478578 -0.044254 0.060000 0.030000 0.022000 0.071000
0.047326 -0.937111 -0.262100 0.230493 0.060000 0.030000 0.022000 0.071000
0.046063 0.992619 -0.064367 -0.102788 0.060000 0.030000 0.022000 0.071000
1.009020 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.005588 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.985392 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.748906 0.028314 0.841712 0.539184 0.055000 0.070000 0.006000 0.091000
0.746371 0.018818 0.881506 -0.471799 0.055000 0.070000 0.006000 0.091000
0.742895 0.023947 0.570215 0.821146 0.055000 0.070000 0.006000 0.091000
0.733980 0.306244 0.363274 0.879913 0.055000 0.070000 0.006000 0.091000
0.733195 0.380731 -0.282247 0.880557 0.055000 0.070000 0.006000 0.091000
0.730448 -0.001028 0.328276 -0.944581 0.055000 0.070000 0.006000 0.091000
0.727408 0.028382 0.982954 0.181649 0.055000 0.070000 0.006000 0.091000
0.721352 0.165802 -0.053459 -0.984709 0.055000 0.070000 0.006000 0.091000
0.718104 -0.378631 0.827301 -0.414984 0.055000 0.070000 0.006000 0.091000
0.717743 -0.186052 0.973632 -0.132002 0.055000 0.070000 0.006000 0.091000
0.717424 -0.267794 0.378740 0.885913 0.055000 0.070000 0.006000 0.091000
0.714607 -0.171352 0.644163 -0.745448 0.055000 0.070000 0.006000 0.091000
0.711700 -0.188972 -0.043900 -0.981001 0.055000 0.070000 0.006000 0.091000
0.701856 -0.315501 0.908551 0.273852 0.055000 0.070000 0.006000 0.091000
0.696179 -0.323165 0.705674 0.630546 0.055000 0.070000 0.006000 0.091000
0.694874 0.235405 0.962277 -0.136408 0.055000 0.070000 0.006000 0.091000
0.681160 0.190177 0.634422 -0.749227 0.055000 0.070000 0.006000 0.091000
0.671265 0.373791 0.686895 0.623262 0.055000 0.070000 0.006000 0.091000
0.653477 0.369612 0.890092 0.266690 0.055000 0.070000 0.006000 0.091000
0.648936 -0.512382 0.560659 -0.650482 0.055000 0.070000 0.006000 0.091000
0.643903 0.376900 0.261834 -0.888476 0.055000 0.070000 0.006000 0.091000
0.628068 0.574154 0.047880 0.817346 0.055000 0.070000 0.006000 0.091000
0.626118 0.413874 0.805948 -0.423268 0.055000 0.070000 0.006000 0.091000
0.624934 0.725205 -0.599836 0.338044 0.055000 0.070000 0.006000 0.091000
0.614747 -0.555500 0.830126 -0.048066 0.055000 0.070000 0.006000 0.091000
0.598685 0.734739 -0.274400 0.620374 0.055000 0.070000 0.006000 0.091000
0.596397 -0.594705 0.432811 0.677496 0.055000 0.070000 0.006000 0.091000
0.582390 -0.612796 0.713430 0.339852 0.055000 0.070000 0.006000 0.091000
0.580438 0.553546 -0.078263 -0.829133 0.055000 0.070000 0.006000 0.091000
0.569549 0.631167 0.399782 0.664682 0.055000 0.070000 0.006000 0.091000
0.566552 0.528126 0.532624 -0.661358 0.055000 0.070000 0.006000 0.091000
0.560828 0.598265 0.799040 -0.060125 0.055000 0.070000 0.006000 0.091000
0.534251 0.657284 0.679210 0.326576 0.055000 0.070000 0.006000 0.091000
0.520847 0.837748 -0.545909 -0.012677 0.055000 0.070000 0.006000 0.091000
0.516898 0.735328 0.234791 -0.635740 0.055000 0.070000 0.006000 0.091000
0.484511 -0.827254 0.421381 0.371604 0.055000 0.070000 0.006000 0.091000
0.475610 0.854242 0.051053 0.517363 0.055000 0.070000 0.006000 0.091000
0.469759 0.839261 -0.096681 -0.535064 0.055000 0.070000 0.006000 0.091000
0.467377 0.749230 0.560110 -0.353455 0.055000 0.070000 0.006000 0.091000
0.467008 0.856323 0.376020 0.354006 0.055000 0.070000 0.006000 0.091000
0.461976 0.929952 -0.258807 0.261168 0.055000 0.070000 0.006000 0.091000
0.431909 0.866007 0.500005 -0.005132 0.055000 0.070000 0.006000 0.091000
0.419245 -0.936879 -0.208508 0.280682 0.055000 0.070000 0.006000 0.091000
0.405595 0.987169 0.113587 0.112233 0.055000 0.070000 0.006000 0.091000
0.404051 0.977061 -0.166509 -0.132764 0.055000 0.070000 0.006000 0.091000
1.005169 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.002060 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.992771 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.770108 0.123001 -0.909846 -0.396297 0.060000 0.070000 0.006000 0.091000
0.760262 0.124769 -0.735463 0.665978 0.060000 0.070000 0.006000 0.091000
0.738657 -0.103305 -0.910528 0.400333 0.060000 0.070000 0.006000 0.091000
0.735279 0.177727 0.135997 0.974637 0.060000 0.070000 0.006000 0.091000
0.733991 0.073930 0.490530 0.868283 0.060000 0.070000 0.006000 0.091000
0.733271 -0.003224 -0.480424 0.877030 0.060000 0.070000 0.006000 0.091000
0.718163 -0.037477 0.999277 0.006339 0.060000 0.070000 0.006000 0.091000
0.712653 0.256367 -0.245408 0.934907 0.060000 0.070000 0.006000 0.091000
0.707864 -0.221754 0.668887 0.709518 0.060000 0.070000 0.006000 0.091000
0.700916 0.180602 0.760826 0.623319 0.060000 0.070000 0.006000 0.091000
0.695080 -0.131718 -0.097446 0.986486 0.060000 0.070000 0.006000 0.091000
0.691825 -0.228352 0.297007 0.927169 0.060000 0.070000 0.006000 0.091000
0.685237 -0.312031 -0.946736 0.079550 0.060000 0.070000 0.006000 0.091000
0.684280 -0.275127 0.908121 -0.315627 0.060000 0.070000 0.006000 0.091000
0.656958 -0.291496 -0.692436 0.659972 0.060000 0.070000 0.006000 0.091000
0.656433 0.269699 0.916032 0.296896 0.060000 0.070000 0.006000 0.091000
0.654614 -0.382620 0.920411 0.080281 0.060000 0.070000 0.006000 0.091000
0.641457 -0.463466 0.658070 -0.593417 0.060000 0.070000 0.006000 0.091000
0.634459 0.425714 0.446463 0.787044 0.060000 0.070000 0.006000 0.091000
0.620717 0.533654 0.054594 0.843939 0.060000 0.070000 0.006000 0.091000
0.617476 -0.376639 -0.365886 0.851041 0.060000 0.070000 0.006000 0.091000
0.599252 -0.486889 0.743150 0.458985 0.060000 0.070000 0.006000 0.091000
0.592463 -0.544798 0.355199 -0.759624 0.060000 0.070000 0.006000 0.091000
0.588498 -0.492886 0.057517 0.868191 0.060000 0.070000 0.006000 0.091000
0.570847 -0.519518 -0.787257 0.332155 0.060000 0.070000 0.006000 0.091000
0.561910 -0.550503 0.432173 0.714264 0.060000 0.070000 0.006000 0.091000
0.550749 0.550974 0.683864 0.478287 0.060000 0.070000 0.006000 0.091000
0.547774 -0.619991 0.745253 -0.245377 0.060000 0.070000 0.006000 0.091000
0.508289 -0.681321 0.719752 0.133262 0.060000 0.070000 0.006000 0.091000
0.500615 -0.649948 -0.527363 0.547225 0.060000 0.070000 0.006000 0.091000
0.500298 0.719635 0.334582 0.608425 0.060000 0.070000 0.006000 0.091000
0.499505 0.612341 0.785606 0.088668 0.060000 0.070000 0.006000 0.091000
0.494094 0.793678 -0.098466 0.600317 0.060000 0.070000 0.006000 0.091000
0.480407 -0.785098 0.446432 -0.429325 0.060000 0.070000 0.006000 0.091000
0.468989 -0.687420 -0.198740 0.698539 0.060000 0.070000 0.006000 0.091000
0.457206 -0.795273 0.463962 0.390230 0.060000 0.070000 0.006000 0.091000
0.432481 -0.815005 -0.552794 0.173741 0.060000 0.070000 0.006000 0.091000
0.413020 0.824905 0.515572 0.231768 0.060000 0.070000 0.006000 0.091000
0.410813 -0.801637 0.143903 0.580232 0.060000 0.070000 0.006000 0.091000
0.403364 -0.883926 0.466566 -0.031485 0.060000 0.070000 0.006000 0.091000
0.396910 -0.919859 -0.168528 -0.354201 0.060000 0.070000 0.006000 0.091000
0.385333 -0.898257 -0.215894 0.382786 0.060000 0.070000 0.006000 0.091000
0.378861 -0.966806 0.157930 -0.200857 0.060000 0.070000 0.006000 0.091000
0.357117 -0.967223 0.145549 0.208077 0.060000 0.070000 0.006000 0.091000
0.353355 -0.976956 -0.212598 0.018953 0.060000 0.070000 0.006000 0.091000
1.007217 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.005187 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.987596 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.648852 -0.082638 -0.820027 0.566328 0.055000 0.050000 0.010000 0.075000
0.642292 0.062362 -0.991630 -0.113056 0.055000 0.050000 0.010000 0.075000
0.627544 -0.164520 -0.299574 0.939781 0.055000 0.050000 0.010000 0.075000
0.626850 -0.090863 -0.875690 -0.474248 0.055000 0.050000 0.010000 0.075000
0.626147 -0.196467 -0.585299 -0.786655 0.055000 0.050000 0.010000 0.075000
0.624459 0.171335 -0.945554 0.276717 0.055000 0.050000 0.010000 0.075000
0.623790 0.074897 -0.550929 0.831185 0.055000 0.050000 0.010000 0.075000
0.622028 0.153219 -0.710182 -0.687143 0.055000 0.050000 0.010000 0.075000
0.617771 -0.192667 -0.960624 0.200203 0.055000 0.050000 0.010000 0.075000
0.597235 0.193441 -0.411435 -0.890675 0.055000 0.050000 0.010000 0.075000
0.593557 -0.172405 -0.237265 -0.956024 0.055000 0.050000 0.010000 0.075000
0.593097 0.197368 -0.060591 -0.978455 0.055000 0.050000 0.010000 0.075000
0.592960 -0.188240 0.149941 -0.970610 0.055000 0.050000 0.010000 0.075000
0.586342 -0.329682 -0.921238 -0.206473 0.055000 0.050000 0.010000 0.075000
0.565125 -0.346859 -0.570080 0.744780 0.055000 0.050000 0.010000 0.075000
0.547166 0.330845 -0.860779 -0.386784 0.055000 0.050000 0.010000 0.075000
0.543444 0.311289 -0.722215 0.617661 0.055000 0.050000 0.010000 0.075000
0.521422 -0.461624 -0.709546 -0.532398 0.055000 0.050000 0.010000 0.075000
0.490604 0.449377 -0.384826 0.806207 0.055000 0.050000 0.010000 0.075000
0.487994 -0.468244 -0.760945 0.449121 0.055000 0.050000 0.010000 0.075000
0.475307 0.449740 -0.892456 -0.035444 0.055000 0.050000 0.010000 0.075000
0.461952 0.514345 0.193896 -0.835376 0.055000 0.050000 0.010000 0.075000
0.457706 -0.534119 -0.841272 0.083533 0.055000 0.050000 0.010000 0.075000
0.456769 0.518618 0.025082 0.854638 0.055000 0.050000 0.010000 0.075000
0.453767 -0.522471 -0.369372 -0.768498 0.055000 0.050000 0.010000 0.075000
0.451711 0.515835 -0.792547 0.325244 0.055000 0.050000 0.010000 0.075000
0.447017 0.505738 -0.575187 -0.642953 0.055000 0.050000 0.010000 0.075000
0.407412 0.541144 -0.209801 -0.814338 0.055000 0.050000 0.010000 0.075000
0.363254 -0.696944 -0.680750 -0.225499 0.055000 0.050000 0.010000 0.075000
0.338741 0.683629 -0.508892 0.523144 0.055000 0.050000 0.010000 0.075000
0.325057 -0.692047 -0.444997 0.568373 0.055000 0.050000 0.010000 0.075000
0.314823 -0.679517 0.674668 0.288235 0.055000 0.050000 0.010000 0.075000
0.311852 0.763862 -0.635899 0.110216 0.055000 0.050000 0.010000 0.075000
0.302865 -0.777656 -0.596643 0.198163 0.055000 0.050000 0.010000 0.075000
0.299876 0.750594 -0.143004 0.645104 0.055000 0.050000 0.010000 0.075000
0.296357 0.783186 0.053571 -0.619476 0.055000 0.050000 0.010000 0.075000
0.294404 -0.756828 -0.414068 -0.505726 0.055000 0.050000 0.010000 0.075000
0.268402 0.778608 -0.355430 -0.517145 0.055000 0.050000 0.010000 0.075000
0.225990 -0.897816 -0.097403 -0.429464 0.055000 0.050000 0.010000 0.075000
0.212587 0.909772 -0.297019 0.289990 0.055000 0.050000 0.010000 0.075000
0.212143 0.913886 -0.390917 -0.109529 0.055000 0.050000 0.010000 0.075000
0.204784 -0.917342 -0.379341 -0.120767 0.055000 0.050000 0.010000 0.075000
0.199184 -0.921327 -0.273949 0.275877 0.055000 0.050000 0.010000 0.075000
0.196609 -0.947618 0.087465 0.307198 0.055000 0.050000 0.010000 0.075000
0.160063 -0.998026 -0.004503 -0.062640 0.055000 0.050000 0.010000 0.075000
1.013644 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.996333 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.990023 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.697444 -0.003809 0.621677 0.783264 0.060000 0.050000 0.010000 0.075000
0.687631 -0.015381 0.977350 -0.211070 0.060000 0.050000 0.010000 0.075000
0.683794 -0.040824 -0.039713 0.998377 0.060000 0.050000 0.010000 0.075000
0.667588 -0.103181 0.979958 0.170397 0.060000 0.050000 0.010000 0.075000
0.663865 -0.178353 -0.411942 0.893585 0.060000 0.050000 0.010000 0.075000
0.659977 -0.174072 0.836328 0.519859 0.060000 0.050000 0.010000 0.075000
0.649569 0.064763 -0.699803 0.711394 0.060000 0.050000 0.010000 0.075000
0.643780 -0.232011 0.313567 0.920786 0.060000 0.050000 0.010000 0.075000
0.639075 0.172785 0.328024 0.928733 0.060000 0.050000 0.010000 0.075000
0.638413 0.186510 0.858520 0.477658 0.060000 0.050000 0.010000 0.075000
0.617090 0.208638 -0.387250 0.898058 0.060000 0.050000 0.010000 0.075000
0.608848 -0.280450 -0.722362 0.632092 0.060000 0.050000 0.010000 0.075000
0.598317 0.275365 0.957183 0.089304 0.060000 0.050000 0.010000 0.075000
0.587957 -0.310971 -0.893895 0.322875 0.060000 0.050000 0.010000 0.075000
0.581622 -0.247597 0.857394 -0.451188 0.060000 0.050000 0.010000 0.075000
0.568815 0.318904 -0.022321 0.947524 0.060000 0.050000 0.010000 0.075000
0.545616 -0.392610 -0.062702 0.917565 0.060000 0.050000 0.010000 0.075000
0.536141 -0.413907 0.594879 0.689057 0.060000 0.050000 0.010000 0.075000
0.524314 -0.392608 -0.589043 -0.706320 0.060000 0.050000 0.010000 0.075000
0.515293 -0.402809 0.912866 -0.066485 0.060000 0.050000 0.010000 0.075000
0.479397 0.462766 -0.575888 0.673944 0.060000 0.050000 0.010000 0.075000
0.473944 -0.480141 0.814956 0.324517 0.060000 0.050000 0.010000 0.075000
0.441258 -0.528575 -0.435426 0.728706 0.060000 0.050000 0.010000 0.075000
0.424574 0.519073 0.773477 0.363726 0.060000 0.050000 0.010000 0.075000
0.396867 0.589401 -0.200874 0.782468 0.060000 0.050000 0.010000 0.075000
0.394972 0.599084 -0.723791 0.342381 0.060000 0.050000 0.010000 0.075000
0.394781 0.560475 0.228884 0.795914 0.060000 0.050000 0.010000 0.075000
0.387217 -0.598362 0.277633 0.751587 0.060000 0.050000 0.010000 0.075000
0.379776 -0.634543 -0.647594 0.421873 0.060000 0.050000 0.010000 0.075000
0.376548 -0.593751 -0.801739 0.068365 0.060000 0.050000 0.010000 0.075000
0.321572 -0.693562 -0.088483 0.714942 0.060000 0.050000 0.010000 0.075000
0.294084 -0.716778 0.692717 0.079828 0.060000 0.050000 0.010000 0.075000
0.292403 -0.730064 0.515679 0.448421 0.060000 0.050000 0.010000 0.075000
0.273705 0.725202 0.435255 0.533511 0.060000 0.050000 0.010000 0.075000
0.262821 0.775716 -0.361465 0.517308 0.060000 0.050000 0.010000 0.075000
0.241471 -0.783073 -0.591567 -0.191950 0.060000 0.050000 0.010000 0.075000
0.229044 -0.841048 -0.294351 0.453869 0.060000 0.050000 0.010000 0.075000
0.213945 0.829318 0.042165 0.557184 0.060000 0.050000 0.010000 0.075000
0.206208 -0.872149 -0.469149 0.138765 0.060000 0.050000 0.010000 0.075000
0.204600 -0.855133 0.484515 -0.184374 0.060000 0.050000 0.010000 0.075000
0.203521 -0.874225 0.135131 0.466338 0.060000 0.050000 0.010000 0.075000
0.174792 -0.932638 0.326920 0.152676 0.060000 0.050000 0.010000 0.075000
0.167859 0.968894 -0.123146 0.214660 0.060000 0.050000 0.010000 0.075000
0.162791 0.942401 0.248044 0.224399 0.060000 0.050000 0.010000 0.075000
0.148490 -0.987203 -0.076540 0.139897 0.060000 0.050000 0.010000 0.075000
1.031266 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.989829 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.978905 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.458348 -0.028615 0.593056 0.804653 0.055000 0.070000 0.015000 0.100000
0.457989 0.084717 -0.986451 0.140492 0.055000 0.070000 0.015000 0.100000
0.451328 -0.166359 0.811070 0.560795 0.055000 0.070000 0.015000 0.100000
0.429289 0.055899 0.959831 0.274955 0.055000 0.070000 0.015000 0.100000
0.420120 0.116742 0.234833 0.965000 0.055000 0.070000 0.015000 0.100000
0.405176 0.232566 -0.158873 0.959517 0.055000 0.070000 0.015000 0.100000
0.398943 0.321098 -0.927819 -0.189863 0.055000 0.070000 0.015000 0.100000
0.387061 0.245848 -0.556414 0.793702 0.055000 0.070000 0.015000 0.100000
0.385724 -0.161869 0.841610 -0.515257 0.055000 0.070000 0.015000 0.100000
0.385176 -0.059581 -0.372920 0.925949 0.055000 0.070000 0.015000 0.100000
0.369668 -0.277364 0.355627 0.892524 0.055000 0.070000 0.015000 0.100000
0.347522 -0.181155 -0.012780 0.983371 0.055000 0.070000 0.015000 0.100000
0.339472 0.265982 0.962833 -0.046969 0.055000 0.070000 0.015000 0.100000
0.336710 0.251517 0.787800 0.562238 0.055000 0.070000 0.015000 0.100000
0.326542 -0.229048 -0.880020 0.416055 0.055000 0.070000 0.015000 0.100000
0.326000 -0.150786 -0.678404 0.719049 0.055000 0.070000 0.015000 0.100000
0.313370 0.424952 -0.881807 0.204530 0.055000 0.070000 0.015000 0.100000
0.293632 0.350055 0.494257 0.795720 0.055000 0.070000 0.015000 0.100000
0.272653 0.516782 -0.650630 0.556432 0.055000 0.070000 0.015000 0.100000
0.244174 0.486051 0.083076 0.869973 0.055000 0.070000 0.015000 0.100000
0.234712 0.562945 -0.305581 0.767928 0.055000 0.070000 0.015000 0.100000
0.228149 0.500240 -0.708380 -0.497953 0.055000 0.070000 0.015000 0.100000
0.218429 -0.412199 -0.357178 0.838162 0.055000 0.070000 0.015000 0.100000
0.198194 0.478168 0.848811 0.225554 0.055000 0.070000 0.015000 0.100000
0.169508 -0.539168 0.033099 0.841547 0.055000 0.070000 0.015000 0.100000
0.160839 0.568845 -0.426901 -0.702973 0.055000 0.070000 0.015000 0.100000
0.160359 0.657112 -0.740535 -0.140755 0.055000 0.070000 0.015000 0.100000
0.158221 -0.522869 -0.639537 0.563560 0.055000 0.070000 0.015000 0.100000
0.147768 0.713245 -0.661659 0.231275 0.055000 0.070000 0.015000 0.100000
0.145016 -0.575313 -0.795349 0.190877 0.055000 0.070000 0.015000 0.100000
0.139303 0.669969 0.323428 0.668234 0.055000 0.070000 0.015000 0.100000
0.137383 0.618535 0.626647 0.474055 0.055000 0.070000 0.015000 0.100000
0.123046 0.812285 -0.368575 0.452045 0.055000 0.070000 0.015000 0.100000
0.096753 -0.709228 -0.284548 0.645003 0.055000 0.070000 0.015000 0.100000
0.094199 0.801511 -0.026039 0.597413 0.055000 0.070000 0.015000 0.100000
0.088472 0.786056 0.609819 0.101182 0.055000 0.070000 0.015000 0.100000
0.085595 0.883010 0.308346 0.353859 0.055000 0.070000 0.015000 0.100000
0.080670 0.970829 -0.069466 0.229491 0.055000 0.070000 0.015000 0.100000
0.080332 -0.801902 -0.519190 0.295626 0.055000 0.070000 0.015000 0.100000
0.079101 -0.803619 0.139430 0.578581 0.055000 0.070000 0.015000 0.100000
0.077737 0.965537 0.260200 -0.005933 0.055000 0.070000 0.015000 0.100000
0.072770 0.809768 -0.461388 -0.362486 0.055000 0.070000 0.015000 0.100000
0.067976 0.905319 -0.423301 0.034840 0.055000 0.070000 0.015000 0.100000
0.067376 0.914455 0.163882 -0.370021 0.055000 0.070000 0.015000 0.100000
0.055545 0.975230 -0.136464 -0.174083 0.055000 0.070000 0.015000 0.100000
1.022100 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.012843 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.965057 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
